x,y
1239.333375,88.9685
1250.377536,87.378944
1261.364433,85.81473199999999
1272.296712,84.275648
1283.177019,82.761476
1294.008,81.27199999999999
1304.792301,79.807004
1315.532568,78.36627200000001
1326.2314470000001,76.949588
1336.891584,75.556736
1347.515625,74.1875
1358.1062160000001,72.841664
1368.666003,71.519012
1379.1976319999999,70.21932799999999
1389.703749,68.942396
1400.187,67.68799999999999
1410.6500310000001,66.455924
1421.095488,65.24595199999999
1431.5260170000001,64.057868
1441.944264,62.891456
1452.352875,61.746500000000005
1462.754496,60.622783999999996
1473.151773,59.520092000000005
1483.547352,58.438208
1493.943879,57.376916
1504.344,56.336
1514.7503609999999,55.31524400000001
1525.165608,54.314432
1535.5923870000001,53.333348
1546.033344,52.371776
1556.491125,51.42949999999999
1566.968376,50.506304
1577.467743,49.601972
1587.991872,48.716288000000006
1598.5434089999999,47.84903600000001
1609.125,47.0
1619.7392909999999,46.168964
1630.3889279999999,45.355712
1641.0765569999999,44.560028
1651.804824,43.781696
1662.576375,43.0205
1673.3938560000001,42.276224
1684.2599129999999,41.548652000000004
1695.177192,40.83756800000002
1706.1483389999999,40.142756000000006
1717.176,39.464
1728.262821,38.80108399999999
1739.411448,38.15379200000001
1750.624527,37.521907999999996
1761.904704,36.905215999999996
1773.254625,36.3035
1784.6769359999998,35.716544
1796.174283,35.144132
1807.749312,34.58604799999999
1819.404669,34.04207600000001
1831.143,33.512
1842.9669509999999,32.995604
1854.879168,32.492672
1866.882297,32.002988
1878.978984,31.526336
1891.171875,31.0625
1903.463616,30.611264000000006
1915.856853,30.172411999999994
1928.3542320000001,29.745728
1940.958399,29.330996
1953.672,28.927999999999997
1966.497681,28.536524
1979.4380879999999,28.156352
1992.4958669999999,27.787267999999997
2005.673664,27.429056000000003
2018.974125,27.081500000000005
2032.399896,26.744383999999997
2045.9536229999999,26.41749200000001
2059.637952,26.100607999999994
2073.455529,25.793515999999997
2087.409,25.495999999999995
2101.5010110000003,25.20784400000001
2115.734208,24.928832
2130.111237,24.658748000000003
2144.634744,24.39737600000001
2159.307375,24.144500000000008
2174.131776,23.899904000000006
2189.110593,23.663371999999995
2204.246472,23.434687999999994
2219.542059,23.213635999999994
2235.0,23.0
2235.0,23.0
2245.749297,22.881508
2256.338376,22.766064
2266.769019,22.653716
2277.043008,22.544512
2287.162125,22.4385
2297.1281520000002,22.335728
2306.942871,22.236244
2316.608064,22.140096
2326.125513,22.047332
2335.497,21.958
2344.724307,21.872148
2353.809216,21.789824
2362.753509,21.711076
2371.558968,21.635952
2380.227375,21.5645
2388.760512,21.496768
2397.160161,21.432804
2405.428104,21.372656
2413.566123,21.316372
2421.576,21.264
2429.4595170000002,21.215588
2437.218456,21.171184
2444.8545990000002,21.130836
2452.369728,21.094592
2459.765625,21.0625
2467.044072,21.034608
2474.206851,21.010964
2481.255744,20.991616
2488.192533,20.976612
2495.0190000000002,20.966
2501.736927,20.959828
2508.348096,20.958144
2514.854289,20.960996
2521.257288,20.968432
2527.558875,20.9805
2533.760832,20.997248
2539.864941,21.018724
2545.872984,21.044976
2551.786743,21.076052
2557.608,21.112000000000002
2563.338537,21.152868
2568.980136,21.198704
2574.534579,21.249556000000002
2580.003648,21.305471999999998
2585.389125,21.366500000000002
2590.692792,21.432688
2595.916431,21.504084
2601.061824,21.580735999999998
2606.130753,21.662692
2611.125,21.75
2616.046347,21.842708
2620.896576,21.940864
2625.677469,22.044516
2630.390808,22.153712
2635.038375,22.2685
2639.621952,22.388928
2644.143321,22.515044
2648.604264,22.646895999999998
2653.006563,22.784532
2657.352,22.928
2661.642357,23.077348
2665.8794159999998,23.232624
2670.064959,23.393876
2674.200768,23.561152
2678.288625,23.7345
2682.330312,23.913968
2686.327611,24.099604
2690.282304,24.291456
2694.196173,24.489572
2698.071,24.694
2701.908567,24.904788
2705.710656,25.121983999999998
2709.479049,25.345636
2713.215528,25.575792
2716.921875,25.8125
2720.5998720000002,26.055808
2724.2513010000002,26.305764
2727.877944,26.562416000000002
2731.481583,26.825812
2735.064,27.096
2738.626977,27.373028
2742.1722959999997,27.656944
2745.701739,27.947795999999997
2749.217088,28.245631999999997
2752.720125,28.5505
2756.2126319999998,28.862447999999997
2759.696391,29.181524
2763.173184,29.507776
2766.644793,29.841252
2770.113,30.182000000000002
2773.579587,30.530068000000004
2777.046336,30.885504
2780.515029,31.248356
2783.987448,31.618671999999997
2787.4653749999998,31.996499999999997
2790.950592,32.381888000000004
2794.444881,32.774884
2797.9500239999998,33.175536
2801.467803,33.583892000000006
2805.0,34.0
2805.0,34.0
2816.696511,35.383015
2828.386488,36.77212
2840.070597,38.167405
2851.749504,39.56896
2863.423875,40.976875
2875.094376,42.391239999999996
2886.761673,43.812145
2898.426432,45.23968
2910.089319,46.673935
2921.751,48.115
2933.412141,49.562965000000005
2945.073408,51.017920000000004
2956.735467,52.479955000000004
2968.398984,53.949160000000006
2980.064625,55.425625
2991.733056,56.909440000000004
3003.404943,58.400695
3015.0809520000003,59.89948
3026.761749,61.405885
3038.448,62.92
3050.140371,64.441915
3061.839528,65.97172
3073.546137,67.509505
3085.260864,69.05536000000001
3096.984375,70.609375
3108.717336,72.17164
3120.4604130000002,73.742245
3132.214272,75.32128
3143.979579,76.908835
3155.757,78.505
3167.547201,80.109865
3179.350848,81.72352000000001
3191.168607,83.346055
3203.001144,84.97756000000001
3214.8491249999997,86.61812499999999
3226.713216,88.26784
3238.594083,89.926795
3250.492392,91.59508
3262.408809,93.272785
3274.344,94.96000000000001
3286.298631,96.656815
3298.273368,98.36332
3310.268877,100.079605
3322.285824,101.80575999999999
3334.3248750000002,103.541875
3346.386696,105.28804
3358.471953,107.04434499999999
3370.5813120000003,108.81088
3382.715439,110.587735
3394.875,112.375
3407.060661,114.17276500000001
3419.273088,115.98112
3431.512947,117.800155
3443.780904,119.62996000000001
3456.077625,121.470625
3468.403776,123.32224000000001
3480.760023,125.184895
3493.147032,127.05868
3505.565469,128.94368500000002
3518.016,130.84
3530.499291,132.74771499999997
3543.016008,134.66692
3555.566817,136.59770500000002
3568.152384,138.54016000000001
3580.7733749999998,140.494375
3593.430456,142.46044
3606.124293,144.438445
3618.855552,146.42848000000004
3631.624899,148.430635
3644.433,150.445
3657.2805209999997,152.471665
3670.168128,154.51072
3683.096487,156.562255
3696.066264,158.62635999999998
3709.078125,160.703125
3722.132736,162.79264
3735.230763,164.894995
3748.372872,167.01028000000002
3761.559729,169.138585
3774.792,171.28
3788.0703510000003,173.434615
3801.3954479999998,175.60251999999997
3814.767957,177.78380499999997
3828.188544,179.97856
3841.657875,182.18687500000001
3855.1766159999997,184.40884
3868.745433,186.644545
3882.364992,188.89408000000003
3896.035959,191.157535
3909.759,193.435
3923.5347810000003,195.726565
3937.363968,198.03232
3951.247227,200.35235500000002
3965.185224,202.68676
3979.178625,205.03562499999998
3993.228096,207.39903999999999
4007.3343029999996,209.777095
4021.497912,212.16988
4035.7195890000003,214.577485
4050.0,217.0
4050.0,217.0
4086.013589,223.100352
4121.458312,229.102016
4156.3401029999995,235.005904
4190.664896,240.812928
4224.438625,246.524
4257.667224,252.140032
4290.356627,257.661936
4322.512768,263.090624
4354.141581,268.427008
4385.249,273.672
4415.840959,278.826512
4445.923392,283.891456
4475.502233,288.867744
4504.583416,293.756288
4533.172875,298.558
4561.276544,303.273792
4588.900357,307.904576
4616.050248,312.451264
4642.732151,316.914768
4668.952,321.296
4694.715729,325.595872
4720.029272,329.815296
4744.898563,333.95518400000003
4769.329536,338.01644799999997
4793.328125,342.0
4816.900264,345.906752
4840.051887,349.737616
4862.788928,353.49350400000003
4885.117321,357.175328
4907.043,360.784
4928.571899,364.320432
4949.709952,367.785536
4970.463093,371.180224
4990.837256,374.505408
5010.838375,377.762
5030.472384,380.950912
5049.745217,384.073056
5068.662808,387.129344
5087.231091,390.120688
5105.456,393.048
5123.3434689999995,395.912192
5140.899432,398.71417599999995
5158.129823,401.454864
5175.040575999999,404.135168
5191.637625,406.756
5207.926904,409.31827200000004
5223.914347,411.822896
5239.605888,414.270784
5255.007461,416.662848
5270.125,419.0
5284.964438999999,421.283152
5299.531712,423.513216
5313.832753,425.691104
5327.873496,427.817728
5341.659875,429.894
5355.197824,431.920832
5368.493277,433.899136
5381.552168,435.829824
5394.380431,437.713808
5406.984,439.552
5419.368809,441.34531200000004
5431.540792,443.094656
5443.505883,444.80094399999996
5455.270016,446.46508800000004
5466.8391249999995,448.08799999999997
5478.219144,449.67059199999994
5489.416007,451.21377600000005
5500.435648,452.71846400000004
5511.284001,454.185568
5521.967000000001,455.616
5532.490579,457.010672
5542.860672,458.370496
5553.083213,459.69638399999997
5563.164136,460.98924800000003
5573.109375,462.25
5582.9248640000005,463.479552
5592.616537,464.678816
5602.190328,465.848704
5611.652171,466.990128
5621.008,468.10400000000004
5630.263749,469.191232
5639.425352,470.252736
5648.498743,471.28942399999994
5657.489856,472.30220799999995
5666.404625,473.292
5675.248984,474.25971200000004
5684.028867,475.20625600000005
5692.750208,476.132544
5701.418941,477.039488
5710.041,477.928
5718.622319,478.798992
5727.168832,479.653376
5735.686473,480.49206399999997
5744.181176,481.315968
5752.658875,482.126
5761.125504,482.923072
5769.586997,483.70809599999995
5778.049288,484.481984
5786.518311,485.245648
5795.0,486.0
5795.0,486.0
5797.888748,486.246876
5800.913984,486.507408
5804.074196,486.781452
5807.367872,487.068864
5810.7935,487.3695
5814.349568,487.683216
5818.034564,488.009868
5821.846976,488.349312
5825.785292,488.701404
5829.848,489.066
5834.033588,489.442956
5838.340544,489.832128
5842.767356,490.233372
5847.312512,490.646544
5851.9745,491.0715
5856.751808,491.508096
5861.642924,491.956188
5866.646336,492.415632
5871.760532,492.886284
5876.984,493.368
5882.315228,493.860636
5887.752704,494.364048
5893.294916,494.878092
5898.940352,495.402624
5904.6875,495.9375
5910.534848,496.482576
5916.480884,497.037708
5922.524096,497.602752
5928.662972,498.177564
5934.896,498.762
5941.221668,499.355916
5947.638464,499.959168
5954.144876,500.571612
5960.739392,501.193104
5967.4205,501.8235
5974.186688,502.462656
5981.036444,503.110428
5987.968256,503.76667199999997
5994.980612,504.431244
6002.072,505.104
6009.240908,505.78479600000003
6016.485824,506.473488
6023.805236,507.169932
6031.197632,507.873984
6038.6615,508.5855
6046.195328,509.304336
6053.797604,510.030348
6061.466816,510.763392
6069.201452,511.503324
6077.0,512.25
6084.8609480000005,513.003276
6092.782784,513.763008
6100.763996,514.529052
6108.803072,515.301264
6116.8985,516.0795
6125.048768000001,516.863616
6133.252364,517.653468
6141.507776,518.448912
6149.813492,519.249804
6158.168,520.056
6166.569788,520.867356
6175.017344,521.683728
6183.509156,522.504972
6192.043712,523.330944
6200.6195,524.1615
6209.235008,524.996496
6217.888724,525.835788
6226.579136,526.679232
6235.304732,527.526684
6244.064,528.378
6252.855428,529.233036
6261.677504,530.091648
6270.528716,530.953692
6279.407552,531.819024
6288.3125,532.6875
6297.242048,533.558976
6306.194684,534.433308
6315.168896,535.310352
6324.1631720000005,536.189964
6333.176,537.072
6342.205868,537.956316
6351.251264,538.842768
6360.310676,539.731212
6369.382592,540.621504
6378.4655,541.5135
6387.557888,542.407056
6396.658244,543.302028
6405.765056,544.198272
6414.876812,545.095644
6423.992,545.994
6433.109108,546.893196
6442.226624,547.793088
6451.343036,548.693532
6460.456832,549.594384
6469.5665,550.4955
6478.670528,551.396736
6487.767404,552.297948
6496.855616,553.198992
6505.933652,554.099724
6515.0,555.0
6515.0,555.0
6549.083414,558.368729
6582.815312,561.695032
6616.198178,564.979083
6649.234496,568.221056
6681.92675,571.421125
6714.277424,574.579464
6746.289002,577.696247
6777.963968,580.771648
6809.304806,583.805841
6840.314,586.799
6870.994034,589.751299
6901.347392,592.662912
6931.376558,595.534013
6961.084016,598.364776
6990.47225,601.155375
7019.543744,603.905984
7048.300982,606.616777
7076.746448,609.287928
7104.882626,611.919611
7132.7119999999995,614.512
7160.237054,617.065269
7187.460272,619.579592
7214.384138,622.055143
7241.011136,624.492096
7267.34375,626.890625
7293.384464,629.250904
7319.135762,631.573107
7344.600128,633.857408
7369.780046,636.103981
7394.678,638.313
7419.296474,640.484639
7443.637952,642.619072
7467.704918,644.716473
7491.499856,646.777016
7515.02525,648.800875
7538.283584,650.788224
7561.277342,652.739237
7584.009008,654.654088
7606.481066,656.532951
7628.696,658.376
7650.656294,660.183409
7672.364432,661.955352
7693.822898,663.692003
7715.034176,665.393536
7736.00075,667.060125
7756.725104,668.691944
7777.209722,670.289167
7797.457088,671.8519679999999
7817.469686,673.380521
7837.25,674.875
7856.8005140000005,676.335579
